id_terminal,id_cliente,segmento_cliente,setor_cliente,modelo,data_registro
27440808-9,9666053428164416,Grandes contas,Farmacias,S920,2022-01-25
21199291-6,3461762313361094,Grandes contas,Shoppings,S920C,2022-12-26
51630181-9,0545228015619318,Empreendedores,Restaurantes,L300,2022-09-05
18484027-3,1526384091122528,Varejistas,Automotivos,S920,2023-09-21
77381500-7,5951418648230882,Grandes contas,Shoppings,L400,2024-06-10
88807414-2,6965666683272386,Varejistas,Shoppings,S920,2024-06-27
66843801-7,9579672461051109,Varejistas,Automotivos,ME60,2021-10-21
43456605-8,9348688390624672,Empreendedores,Postos de Gasolina,L300,2025-10-03
32771003-8,5158807053260119,Grandes contas,Postos de Gasolina,D195,2021-01-15
34687402-6,2900966270266045,Empreendedores,Mercados,S920C,2021-06-18
71038841-8,2877383638164321,Empreendedores,Farmacias,SP930,2021-09-23
49686546-0,0301095679756491,Empreendedores,Postos de Gasolina,SP930,2025-07-25
13688512-6,7186142293554592,Varejistas,Farmacias,SP930,2023-02-26
84187504-4,2585917793238223,Varejistas,Farmacias,L400,2021-05-01
82902754-7,4801644037341678,Varejistas,Restaurantes,SP930,2022-02-08
29818516-7,1119269212447174,Empreendedores,Restaurantes,L300,2021-05-29
88337428-5,3906540259985193,Varejistas,Postos de Gasolina,S920,2021-03-14
56685753-7,7344966866798994,Empreendedores,Mercados,L300,2022-11-26
38327520-4,1922188220631864,Empreendedores,Padarias,S920,2025-11-08
41117825-6,7945772785324264,Grandes contas,Farmacias,D195,2024-01-13
19544981-3,2498980880678214,Empreendedores,Farmacias,LIO V3,2023-07-30
27113119-1,5183025853465815,Grandes contas,Padarias,ME60,2024-07-06
13510859-5,7917913860157117,Varejistas,Restaurantes,D195,2023-12-14
31112142-6,5627298069901627,Varejistas,Shoppings,S920C,2025-08-30
57327826-2,1957612286852897,Grandes contas,Farmacias,D195,2025-01-17
97091318-5,6428131909248762,Empreendedores,Mercados,S920,2024-02-29
91184060-0,3613912377459984,Varejistas,Mercados,L400,2023-03-04
83649706-9,8611460361189260,Varejistas,Restaurantes,D195,2022-01-03
68628561-3,1526384091122528,Grandes contas,Padarias,LIO V3,2024-03-30
96017981-1,9900094065658234,Grandes contas,Automotivos,L400,2024-12-19
12884172-6,8050141716578939,Grandes contas,Padarias,S920C,2022-06-03
78224244-4,5975729273186830,Varejistas,Automotivos,ME60,2021-03-07
27561180-6,3590960567303064,Empreendedores,Postos de Gasolina,L400,2023-12-18
15967458-2,3452202626930326,Grandes contas,Shoppings,S920C,2023-07-20
63420935-5,9635339055044817,Varejistas,Restaurantes,D195,2022-02-25
26457685-6,7140344545956600,Varejistas,Padarias,LIO V3,2021-11-06
63635092-7,1286823004786863,Varejistas,Postos de Gasolina,L400,2021-03-11
54706953-3,4717099917381684,Varejistas,Mercados,SP930,2022-03-11
57080846-1,5667010651333872,Grandes contas,Automotivos,D195,2021-01-06
66562358-2,3984028914161284,Varejistas,Postos de Gasolina,S920C,2021-10-15
47650461-1,9112442117536170,Grandes contas,Postos de Gasolina,L300,2025-11-30
19712717-2,5129578606940960,Grandes contas,Restaurantes,SP930,2024-11-05
37134697-9,1076226838851606,Varejistas,Mercados,L400,2022-10-01
28723094-8,6783055737138874,Empreendedores,Mercados,L300,2022-12-16
96548887-2,0490376474769116,Empreendedores,Restaurantes,SP930,2023-11-24
71201673-7,4728395167309532,Varejistas,Postos de Gasolina,SP930,2023-07-24
31734582-0,9579073710094388,Empreendedores,Restaurantes,SP930,2024-08-20
27968754-6,8374345096859380,Varejistas,Farmacias,L400,2021-05-09
86955662-0,1500141884216309,Empreendedores,Farmacias,S920,2021-06-16
44786132-6,9314386632270267,Empreendedores,Postos de Gasolina,ME60,2022-05-31
47574051-5,3465472269848583,Varejistas,Restaurantes,SP930,2025-02-03
77106875-0,1515325947950740,Empreendedores,Postos de Gasolina,ME60,2025-07-06
71046426-3,6511921457445203,Varejistas,Automotivos,SP930,2022-09-22
23056527-7,0461872346013673,Empreendedores,Postos de Gasolina,LIO V3,2025-10-01
95392172-2,1861515542340163,Grandes contas,Farmacias,SP930,2022-05-17
33878106-8,6781126691215353,Grandes contas,Restaurantes,LIO V3,2023-12-30
71923632-7,1243453538115750,Empreendedores,Postos de Gasolina,L300,2021-12-21
62689453-7,3956137230817214,Grandes contas,Postos de Gasolina,ME60,2025-08-01
87781486-0,5673446717762969,Varejistas,Shoppings,S920C,2023-11-03
81413596-8,2197199758172461,Varejistas,Automotivos,L300,2022-04-19
23777085-3,5699391426520120,Grandes contas,Tecnologia,S920,2023-01-06
67832484-0,4352408240084271,Varejistas,Tecnologia,D195,2021-07-16
44759268-0,8886108597358679,Empreendedores,Automotivos,S920,2021-05-15
42505856-2,5013320344956071,Grandes contas,Mercados,S920C,2022-06-18
93615819-8,8303485736540449,Grandes contas,Postos de Gasolina,D195,2025-09-01
71010335-9,9488218849680664,Grandes contas,Mercados,L400,2024-12-17
66139011-8,2707955151229462,Empreendedores,Automotivos,S920,2025-09-19
20654115-9,3312797573660965,Grandes contas,Shoppings,ME60,2025-04-27
97695344-0,6596957945759599,Grandes contas,Padarias,S920C,2025-01-04
53208806-5,2648333679608289,Grandes contas,Shoppings,LIO V3,2023-11-03
74198514-0,0659401399049027,Empreendedores,Padarias,L300,2024-06-05
48458120-1,2723626693351342,Varejistas,Mercados,S920,2025-10-06
25368409-3,3997718051371717,Empreendedores,Postos de Gasolina,S920,2023-10-13
73985716-7,2599996636186371,Grandes contas,Restaurantes,ME60,2024-10-19
59491982-0,3882145841484601,Varejistas,Postos de Gasolina,D195,2024-09-26
96590200-9,6129965082695826,Grandes contas,Mercados,S920C,2025-09-27
95283836-4,2980061558108358,Varejistas,Restaurantes,ME60,2023-04-09
75275977-4,3956137230817214,Grandes contas,Shoppings,SP930,2023-04-12
39557237-0,0227433037271862,Empreendedores,Mercados,D195,2023-11-25
71731196-5,0170363094423860,Grandes contas,Mercados,S920,2021-02-24
57601034-7,3626084639756154,Grandes contas,Farmacias,D195,2021-08-02
19533977-3,6112849718594849,Empreendedores,Shoppings,D195,2021-05-07
55660172-1,7939981615381168,Varejistas,Shoppings,S920C,2024-02-17
23302118-6,7350476392831995,Grandes contas,Farmacias,S920,2025-11-25
42537115-9,3184560599342322,Varejistas,Restaurantes,L300,2024-05-05
43002771-6,8222694053967275,Grandes contas,Padarias,ME60,2022-02-22
83495074-3,1444718939530969,Grandes contas,Shoppings,L400,2022-07-26
17791469-4,2438843021781678,Grandes contas,Padarias,LIO V3,2025-09-17
74657363-9,3845315630930796,Grandes contas,Tecnologia,S920,2023-07-22
12444715-2,3989098378018204,Grandes contas,Shoppings,L400,2021-01-23
15825206-3,7435031365024916,Grandes contas,Restaurantes,SP930,2025-02-07
94942673-2,7356232770045358,Grandes contas,Padarias,D195,2022-03-27
53374270-8,8354884712705877,Empreendedores,Restaurantes,ME60,2021-06-21
69765162-6,2885744890612034,Varejistas,Postos de Gasolina,S920C,2024-04-29
27301884-4,6075699913831006,Grandes contas,Shoppings,L300,2025-01-18
25422611-9,2387940262085817,Grandes contas,Tecnologia,S920C,2021-05-22
98531821-4,3611037129387005,Varejistas,Postos de Gasolina,LIO V3,2025-08-04
69983591-2,2647124633515718,Varejistas,Shoppings,L300,2023-05-11
51417763-0,4116806919612766,Varejistas,Shoppings,L300,2022-10-02
58794012-9,9890749935981255,Varejistas,Padarias,D195,2025-05-30
13654116-9,1662395671255935,Varejistas,Padarias,L400,2022-05-03
69778879-0,7134936183242102,Grandes contas,Automotivos,LIO V3,2025-09-02
82215395-9,9281615814876963,Empreendedores,Tecnologia,SP930,2024-05-16
34848503-0,2319818984713915,Empreendedores,Tecnologia,S920,2025-06-27
18091258-6,2796637958187744,Grandes contas,Automotivos,ME60,2023-06-20
10770682-2,2694289464203625,Grandes contas,Restaurantes,S920,2021-12-30
26874184-7,4485862394535461,Grandes contas,Tecnologia,L400,2024-08-18
66822104-0,6868111433064098,Empreendedores,Padarias,L300,2025-04-21
36339581-4,2543107427990772,Grandes contas,Padarias,S920C,2022-01-12
41076790-3,8590964598724089,Grandes contas,Farmacias,ME60,2022-01-04
91408044-0,1785221158718452,Empreendedores,Automotivos,LIO V3,2022-03-30
28138910-0,7617815969838457,Empreendedores,Postos de Gasolina,S920,2024-01-21
48639975-5,4696815790392355,Varejistas,Tecnologia,SP930,2021-10-13
62192108-7,4103865719182619,Varejistas,Mercados,ME60,2021-07-16
36019640-6,3252826712693794,Varejistas,Tecnologia,S920C,2025-07-15
79812205-6,1792025213109622,Grandes contas,Postos de Gasolina,L400,2024-05-03
85695649-2,3597710011547734,Grandes contas,Automotivos,LIO V3,2024-04-10
91461995-2,2023684855716176,Varejistas,Shoppings,SP930,2024-01-12
26307308-7,3947505577791743,Grandes contas,Automotivos,D195,2024-10-08
98105021-3,8514936899809402,Empreendedores,Postos de Gasolina,S920,2023-09-04
53100975-3,0356243958739592,Empreendedores,Tecnologia,S920,2021-03-22
77804320-9,3850506413836702,Grandes contas,Padarias,S920,2023-05-21
54998937-6,8025308437699296,Grandes contas,Restaurantes,S920,2024-01-25
75109854-6,8093391373265306,Empreendedores,Mercados,ME60,2023-06-08
81645401-1,4447725084232423,Varejistas,Shoppings,L400,2025-11-09
21686682-0,0455623869222196,Varejistas,Farmacias,D195,2025-06-04
90753757-0,1815899886834527,Grandes contas,Farmacias,L400,2025-04-14
73138819-7,0712615838821764,Empreendedores,Postos de Gasolina,ME60,2023-06-05
38416423-9,3669411800537599,Grandes contas,Mercados,LIO V3,2025-11-07
97016569-0,2012376317749542,Empreendedores,Automotivos,S920,2025-07-08
98144846-4,8309451548094047,Grandes contas,Restaurantes,L300,2022-05-24
17453358-5,4876507752572316,Grandes contas,Padarias,LIO V3,2022-02-08
11499757-8,2866929662782827,Empreendedores,Tecnologia,L400,2023-11-07
90264448-0,1221215481582686,Varejistas,Automotivos,S920,2021-04-13
74716365-1,6561942557782058,Grandes contas,Automotivos,S920C,2024-12-10
34502841-3,0147195979647158,Grandes contas,Restaurantes,S920,2023-05-14
29311304-1,5137098593174612,Empreendedores,Mercados,SP930,2023-09-03
79200346-5,4155216674676212,Empreendedores,Padarias,SP930,2023-06-26
28865488-6,7562752800161734,Varejistas,Automotivos,L300,2022-12-13
38429808-5,4907539989354492,Varejistas,Mercados,LIO V3,2024-05-21
13227736-9,9025912046372162,Grandes contas,Mercados,L400,2021-11-15
76132106-8,2250142576270232,Grandes contas,Farmacias,SP930,2025-10-24
71240406-1,7216880053789318,Grandes contas,Restaurantes,ME60,2024-06-12
77393840-5,4220969029593917,Empreendedores,Automotivos,S920,2023-04-11
71207649-7,0223461446627633,Empreendedores,Postos de Gasolina,L300,2024-05-27
52407825-6,6484494116318732,Empreendedores,Postos de Gasolina,ME60,2021-01-27
90655037-6,1114837537458438,Grandes contas,Padarias,S920C,2022-01-19
76364877-8,5281685054235733,Grandes contas,Automotivos,S920,2023-11-14
18357567-3,9632595327877470,Empreendedores,Tecnologia,LIO V3,2022-08-13
43664230-0,9258796434745245,Empreendedores,Farmacias,ME60,2024-01-10
41524575-8,4352408240084271,Grandes contas,Shoppings,S920,2022-04-17
41532425-7,3368844431069872,Empreendedores,Shoppings,LIO V3,2023-09-17
63807671-3,5291876831608271,Grandes contas,Mercados,SP930,2022-03-07
35166910-2,3955905992937842,Grandes contas,Restaurantes,S920C,2023-05-02
96240043-4,6179640537735158,Grandes contas,Shoppings,L400,2024-01-11
15414009-5,1172264147569001,Varejistas,Restaurantes,LIO V3,2022-10-24
16049710-4,6603235841802955,Varejistas,Automotivos,ME60,2023-06-20
37126137-4,7698897988775445,Empreendedores,Restaurantes,L300,2022-01-18
84420003-9,3885237748770078,Grandes contas,Postos de Gasolina,ME60,2024-06-16
48160814-6,3076810409157018,Grandes contas,Mercados,L400,2022-11-05
85454788-5,9821506489090100,Grandes contas,Tecnologia,LIO V3,2025-03-19
32461327-3,8689268602592222,Grandes contas,Automotivos,S920,2022-05-22
92271585-1,2107883127365485,Varejistas,Farmacias,L400,2021-11-24
45047173-6,4494812604223253,Varejistas,Shoppings,LIO V3,2021-08-29
32307160-9,5792499125134125,Empreendedores,Farmacias,LIO V3,2023-11-05
64393234-2,0712615838821764,Grandes contas,Tecnologia,ME60,2022-02-20
71877858-1,1349317967060558,Grandes contas,Shoppings,ME60,2021-07-04
59536082-0,4930364687191203,Varejistas,Shoppings,ME60,2022-05-05
66061370-8,2927065379473834,Empreendedores,Mercados,L300,2022-03-05
27565175-3,5166545122444189,Varejistas,Tecnologia,SP930,2023-02-20
55093417-6,8444202248248863,Empreendedores,Mercados,S920C,2022-11-20
78054424-7,8604356605033746,Empreendedores,Restaurantes,S920C,2021-09-24
32689560-4,4800417241553691,Empreendedores,Shoppings,S920,2025-09-23
12731836-5,5089273961597640,Empreendedores,Mercados,SP930,2021-10-01
63852145-5,8474134019293605,Empreendedores,Padarias,S920,2024-12-22
91693646-0,4037676874042076,Grandes contas,Tecnologia,LIO V3,2021-11-19
91399222-8,7175455884506159,Empreendedores,Padarias,S920C,2023-06-21
61775493-5,8324826292518812,Empreendedores,Tecnologia,LIO V3,2025-11-28
97525869-6,7809733977671990,Empreendedores,Farmacias,LIO V3,2025-03-10
18982762-0,9688276970409531,Varejistas,Tecnologia,D195,2023-07-23
62946827-8,1882419962642229,Varejistas,Mercados,L400,2024-07-22
34051686-9,6197731739462487,Varejistas,Tecnologia,S920,2024-11-15
70091423-0,5966048736826911,Grandes contas,Shoppings,ME60,2022-06-28
77678822-2,1853800329633472,Empreendedores,Shoppings,L400,2023-10-12
23342070-5,9164491532180113,Empreendedores,Farmacias,SP930,2023-10-22
25622666-4,5690448467332291,Grandes contas,Mercados,L400,2022-12-22
68913274-1,7939981615381168,Grandes contas,Automotivos,SP930,2024-05-29
39027193-2,8433611371181519,Grandes contas,Farmacias,S920C,2021-04-23
27459162-6,8050141716578939,Grandes contas,Shoppings,SP930,2025-01-05
21482568-5,2174653537801891,Empreendedores,Padarias,ME60,2023-05-11
63262545-5,0928605210262706,Empreendedores,Padarias,ME60,2024-02-10
58081688-1,0870826971823601,Grandes contas,Postos de Gasolina,L400,2023-03-24
90611355-6,5538151827238264,Grandes contas,Farmacias,S920,2022-08-29
19867173-7,8567700518449892,Empreendedores,Shoppings,LIO V3,2022-10-15
46729273-2,5276120928157806,Empreendedores,Farmacias,ME60,2023-10-08
52222691-3,2020304232277521,Grandes contas,Mercados,L400,2025-08-05
28339746-1,6781126691215353,Grandes contas,Mercados,S920,2022-04-13
68008368-9,4461198309754247,Empreendedores,Padarias,S920,2021-02-10
99529662-4,0637817048364811,Empreendedores,Padarias,D195,2021-08-11
88187053-8,0564350238503719,Varejistas,Shoppings,L300,2025-04-11
84302530-4,8499323123426698,Empreendedores,Automotivos,ME60,2025-09-30
57005064-0,1966395517208496,Empreendedores,Farmacias,S920,2021-12-29
46664312-2,2183339192969210,Grandes contas,Mercados,S920C,2023-11-05
31599871-6,8367590177915244,Grandes contas,Automotivos,S920C,2024-03-16
59286860-9,2794337953111235,Varejistas,Postos de Gasolina,S920,2021-11-15
82255435-5,5197018158913682,Grandes contas,Mercados,D195,2024-11-06
42074883-5,6092098196027523,Empreendedores,Padarias,L300,2022-10-05
31932394-4,2794337953111235,Empreendedores,Mercados,D195,2024-04-28
31765120-7,0005328538631050,Grandes contas,Automotivos,ME60,2023-05-31
74101408-6,4817006661554164,Grandes contas,Mercados,ME60,2024-08-20
20046422-2,9612190518812988,Grandes contas,Padarias,SP930,2025-05-21
53553980-3,2626367850898977,Empreendedores,Restaurantes,S920C,2022-11-21
87091587-8,3720335051602325,Grandes contas,Shoppings,ME60,2022-06-04
80643033-4,9342424066283463,Grandes contas,Tecnologia,S920,2024-02-13
12747509-3,1432191430877972,Varejistas,Padarias,SP930,2021-09-23
66982227-6,1284008385076597,Grandes contas,Shoppings,S920,2021-11-02
88852673-7,5665183784771988,Empreendedores,Farmacias,L300,2024-12-25
76919658-8,4412336132850725,Grandes contas,Padarias,S920C,2022-09-03
84266046-8,3882145841484601,Empreendedores,Postos de Gasolina,S920C,2024-02-13
15841615-1,7990053669332763,Empreendedores,Shoppings,L400,2023-10-29
67728553-2,9679352196263355,Grandes contas,Automotivos,SP930,2025-03-09
15918992-0,8866905946998428,Grandes contas,Tecnologia,ME60,2021-05-14
68643668-5,3320235102555019,Varejistas,Padarias,S920C,2021-10-23
38851485-5,3454182991269945,Grandes contas,Postos de Gasolina,S920,2022-02-19
99895642-2,2958292361618808,Empreendedores,Tecnologia,LIO V3,2022-07-28
99571134-5,1164913342457988,Grandes contas,Restaurantes,SP930,2022-06-12
31082657-9,1690618120546475,Grandes contas,Restaurantes,L300,2022-05-01
43777572-0,2385865392768714,Grandes contas,Mercados,LIO V3,2024-03-08
65165017-6,6714858197015019,Varejistas,Postos de Gasolina,ME60,2022-05-07
82130601-0,1363659727676877,Varejistas,Mercados,LIO V3,2023-03-15
48900452-3,1805339627466621,Grandes contas,Mercados,LIO V3,2025-04-03
57518328-7,5973027322857042,Grandes contas,Mercados,L400,2022-10-19
77372346-5,8660416448595922,Grandes contas,Padarias,SP930,2023-11-25
23827875-1,0442067883171210,Varejistas,Restaurantes,LIO V3,2025-10-05
34002895-5,3880273042763628,Grandes contas,Shoppings,S920,2023-01-19
81129661-6,4519082611035659,Empreendedores,Farmacias,L300,2021-12-02
85621910-6,5744303491891179,Varejistas,Restaurantes,ME60,2021-02-16
48936750-4,1855940799230453,Varejistas,Padarias,S920,2024-08-04
47937059-7,9586841962332605,Varejistas,Padarias,SP930,2024-04-08
34952605-0,0928605210262706,Grandes contas,Postos de Gasolina,L300,2025-08-21
76801015-7,8343779824021168,Grandes contas,Automotivos,D195,2024-06-16
41331290-2,7673820974619177,Varejistas,Mercados,SP930,2021-05-29
62423804-0,0975923045018961,Empreendedores,Restaurantes,S920,2021-11-01
66988785-5,7309850344651241,Varejistas,Tecnologia,LIO V3,2021-07-09
52986242-5,3811386338392886,Empreendedores,Padarias,ME60,2021-04-30
16031589-5,7634250733055978,Grandes contas,Postos de Gasolina,ME60,2025-05-02
49045368-0,1637050049332672,Grandes contas,Postos de Gasolina,L400,2023-09-17
25812166-2,3945680447314976,Grandes contas,Mercados,ME60,2021-02-22
42889732-4,1314519515109226,Varejistas,Farmacias,S920C,2022-12-19
67733505-0,8242662177580158,Varejistas,Automotivos,L400,2024-10-10
57952384-6,1942179428179340,Empreendedores,Mercados,SP930,2021-06-04
81220975-4,5677567772266025,Empreendedores,Tecnologia,L300,2022-04-22
56535485-9,5975729273186830,Varejistas,Mercados,S920C,2021-10-11
31608946-2,4326118900346861,Varejistas,Tecnologia,LIO V3,2024-03-26
96386904-8,6306000258955296,Grandes contas,Automotivos,L400,2025-05-14
78525356-4,9642585626149915,Empreendedores,Padarias,S920C,2022-07-15
26103879-6,2487632909279145,Grandes contas,Farmacias,ME60,2022-03-26
40347953-0,0041589333528660,Empreendedores,Automotivos,S920C,2022-05-31
43685209-7,9450119292075360,Varejistas,Shoppings,S920,2024-02-04
55146299-2,4167872568621102,Varejistas,Mercados,LIO V3,2021-08-29
24395475-3,2066604853123443,Varejistas,Shoppings,D195,2025-02-19
26810201-1,8583563998127439,Grandes contas,Restaurantes,LIO V3,2021-02-26
26369021-3,3956137230817214,Empreendedores,Automotivos,S920,2024-04-11
77266464-5,0610922168974537,Empreendedores,Automotivos,LIO V3,2025-03-30
28221377-6,3255398358446177,Empreendedores,Mercados,SP930,2022-08-12
11688036-7,4219933083301657,Empreendedores,Restaurantes,SP930,2023-05-10
68817904-2,8374345096859380,Empreendedores,Shoppings,L300,2025-10-22
52034331-6,1199867980793597,Grandes contas,Farmacias,LIO V3,2023-09-03
99276880-7,4800226425972055,Varejistas,Tecnologia,LIO V3,2022-05-09
97485015-9,4475631121380782,Grandes contas,Padarias,L400,2023-03-15
76694510-5,0790306738302843,Grandes contas,Postos de Gasolina,L300,2025-10-12
14728989-6,7744905814770054,Grandes contas,Tecnologia,L300,2024-06-11
73160457-8,5075273545494808,Varejistas,Padarias,LIO V3,2021-11-19
31328124-9,4310385695579887,Empreendedores,Restaurantes,SP930,2023-12-14
20674593-1,0244323622169069,Empreendedores,Mercados,SP930,2024-02-12
65457138-1,0545228015619318,Empreendedores,Postos de Gasolina,S920,2024-02-21
80947290-7,0809261662016555,Varejistas,Tecnologia,D195,2023-10-15
71467046-9,3441491699939344,Empreendedores,Mercados,D195,2023-08-03
47964342-5,2840359544294774,Empreendedores,Padarias,L300,2024-02-27
90919385-0,7970623972652735,Varejistas,Padarias,S920,2022-07-15
16410920-5,6620563411159503,Empreendedores,Automotivos,L300,2022-09-21
24349938-2,4352408240084271,Varejistas,Shoppings,S920,2023-09-01
51456118-4,0781913505349419,Grandes contas,Postos de Gasolina,SP930,2024-12-20
49933235-3,5667010651333872,Grandes contas,Farmacias,S920C,2023-03-10
19645233-6,2883904733145461,Grandes contas,Postos de Gasolina,ME60,2022-10-24
12158074-3,8407664207632713,Varejistas,Automotivos,LIO V3,2022-04-17
11125829-3,1980770460568761,Grandes contas,Shoppings,D195,2022-07-04
37876228-4,5554654268368437,Empreendedores,Farmacias,L400,2021-01-06
26755738-4,1611776872904774,Empreendedores,Tecnologia,LIO V3,2025-01-08
27998275-4,6677196666102563,Varejistas,Farmacias,S920C,2025-03-08
45252715-4,1354159709962543,Varejistas,Shoppings,L300,2022-09-15
82423090-9,1526384091122528,Grandes contas,Automotivos,L300,2023-04-28
71740239-1,7924632037476775,Varejistas,Shoppings,S920,2021-01-20
82799639-2,1444718939530969,Varejistas,Padarias,D195,2025-07-19
17319131-2,4171581021312512,Empreendedores,Farmacias,S920,2025-09-01
33290727-4,7893785954176090,Empreendedores,Automotivos,L400,2023-05-12
75241100-8,1114837537458438,Varejistas,Padarias,ME60,2021-01-22
41508318-6,6739385258001061,Empreendedores,Tecnologia,L300,2023-02-17
14301620-4,4499080358624057,Empreendedores,Tecnologia,SP930,2022-06-15
75479127-6,2835999400410847,Grandes contas,Shoppings,S920,2022-02-25
85731046-7,7102481717524214,Empreendedores,Postos de Gasolina,ME60,2021-01-18
58443297-9,5749325114978879,Varejistas,Farmacias,L300,2022-11-07
58348794-1,9479851583281826,Varejistas,Restaurantes,SP930,2023-01-15
83038263-1,8964966681182292,Grandes contas,Padarias,D195,2023-10-09
52128097-5,7964416033288807,Varejistas,Padarias,L300,2022-12-15
59946845-3,4982182744857086,Empreendedores,Shoppings,ME60,2021-10-26
35460188-6,1475336952474665,Empreendedores,Mercados,ME60,2024-08-21
77358487-3,0979344212914650,Grandes contas,Restaurantes,SP930,2022-12-06
33235901-6,1027677359255562,Grandes contas,Padarias,S920,2022-11-16
49927139-3,2531379561007773,Grandes contas,Shoppings,SP930,2022-04-23
20386649-5,7216880053789318,Grandes contas,Padarias,L300,2023-02-02
76681664-8,6571564380299034,Grandes contas,Farmacias,D195,2022-03-12
49134560-4,1735792116250698,Empreendedores,Farmacias,SP930,2024-10-09
76570663-9,2135800401041459,Grandes contas,Shoppings,LIO V3,2025-06-27
42844981-5,2230706594805316,Varejistas,Postos de Gasolina,LIO V3,2024-12-25
69567588-5,9685498227495450,Grandes contas,Restaurantes,ME60,2024-05-18
29934024-2,8545829420340153,Empreendedores,Shoppings,L400,2022-05-31
68545769-7,0533651460401424,Empreendedores,Shoppings,D195,2024-08-31
23752049-3,3033793375636205,Empreendedores,Automotivos,LIO V3,2024-12-27
52512601-7,9833067730671822,Grandes contas,Restaurantes,S920C,2023-01-17
37365821-7,4167872568621102,Grandes contas,Mercados,L400,2025-03-18
97602773-6,3270185106794975,Varejistas,Restaurantes,S920C,2021-11-29
13770658-2,5048889921075224,Empreendedores,Mercados,L300,2022-06-09
74104246-5,0632424154152064,Empreendedores,Restaurantes,D195,2024-02-23
99543733-4,6589635957086199,Varejistas,Postos de Gasolina,D195,2024-01-19
53288621-8,6850745106634362,Varejistas,Shoppings,LIO V3,2022-05-09
95000213-8,9206415780978302,Empreendedores,Shoppings,ME60,2024-01-28
78479914-8,2419138000307562,Empreendedores,Tecnologia,ME60,2021-12-09
56739420-7,2944203158925849,Grandes contas,Automotivos,S920,2021-02-09
69621375-7,1321767201911166,Grandes contas,Postos de Gasolina,S920C,2021-04-05
66676860-1,3045306935882493,Varejistas,Padarias,L300,2023-08-24
24193897-5,8319348918003814,Empreendedores,Automotivos,L400,2021-12-05
77891127-4,0848965394503754,Grandes contas,Restaurantes,L400,2021-07-08
86288772-4,7955156239209085,Empreendedores,Shoppings,S920C,2022-05-04
47048308-3,9902355770272785,Empreendedores,Farmacias,L400,2024-07-12
34617406-6,4685863906168249,Varejistas,Restaurantes,S920,2024-08-03
47116183-9,9134438998278020,Varejistas,Shoppings,L300,2022-02-27
87788831-8,3028655052241142,Empreendedores,Mercados,S920C,2021-10-03
42935628-1,6199530564184937,Varejistas,Automotivos,S920,2023-06-10
65471492-8,5963632123476490,Grandes contas,Postos de Gasolina,D195,2022-09-11
55941320-7,0664315890164928,Empreendedores,Tecnologia,S920C,2022-07-19
85692578-2,0170363094423860,Empreendedores,Shoppings,D195,2024-12-11
73984830-2,3818655078468509,Grandes contas,Shoppings,S920C,2025-12-02
58578380-1,9198480870170867,Varejistas,Padarias,D195,2023-04-18
93653898-7,0696261684552527,Empreendedores,Farmacias,LIO V3,2024-11-26
25142455-2,2322602563421607,Empreendedores,Shoppings,ME60,2022-08-21
25378741-1,9239231260432609,Varejistas,Farmacias,L300,2025-02-28
29826155-7,9586841962332605,Varejistas,Tecnologia,SP930,2025-09-10
86148569-2,0051028745120220,Grandes contas,Padarias,S920,2021-04-16
46261563-0,4580151764296280,Grandes contas,Tecnologia,L400,2024-10-29
73199814-9,3955905992937842,Varejistas,Farmacias,LIO V3,2021-05-14
70173089-6,2183339192969210,Grandes contas,Automotivos,ME60,2023-04-29
19046063-8,1172264147569001,Grandes contas,Tecnologia,S920C,2021-12-16
12310924-7,7712515890418280,Grandes contas,Shoppings,L400,2025-02-24
62850260-1,7673820974619177,Empreendedores,Farmacias,D195,2025-01-11
70306417-2,5866861199767598,Varejistas,Shoppings,SP930,2025-01-31
12391523-3,9837354033173936,Empreendedores,Tecnologia,LIO V3,2021-08-12
23912190-7,8514936899809402,Empreendedores,Automotivos,LIO V3,2024-10-15
40511801-7,8547281235679836,Grandes contas,Mercados,SP930,2022-03-28
19106960-9,3959781554260972,Varejistas,Postos de Gasolina,D195,2024-10-21
26156081-8,4538565352326600,Empreendedores,Restaurantes,L300,2023-03-12
52234872-6,5656976487849622,Varejistas,Shoppings,D195,2024-08-22
56526560-0,6873045195778255,Varejistas,Farmacias,S920C,2021-03-07
10666555-9,6955922776414900,Varejistas,Padarias,S920,2023-04-13
22814853-4,9613674994657967,Grandes contas,Automotivos,S920,2024-10-20
23380231-4,7125521376037548,Varejistas,Tecnologia,L400,2023-07-30
43713557-3,2060212886652683,Varejistas,Postos de Gasolina,S920C,2025-11-03
11602218-8,6801093609194908,Varejistas,Farmacias,S920C,2023-05-04
88229990-7,2128671632346729,Varejistas,Automotivos,S920C,2024-05-13
23014556-4,8097453389062354,Varejistas,Mercados,ME60,2022-07-20
41239219-5,5719760932012657,Empreendedores,Farmacias,SP930,2022-08-08
32701719-2,5964587669494715,Empreendedores,Tecnologia,LIO V3,2024-02-09
26106829-1,3854678544587717,Varejistas,Shoppings,L300,2021-03-22
92848396-5,0828874587120753,Grandes contas,Shoppings,S920C,2025-08-15
65211598-5,2794337953111235,Varejistas,Restaurantes,L400,2023-07-30
49645688-2,7795995946521707,Grandes contas,Postos de Gasolina,D195,2022-04-05
49218882-1,9500173259007397,Grandes contas,Tecnologia,S920C,2024-02-26
17954708-7,3818655078468509,Grandes contas,Postos de Gasolina,ME60,2021-12-28
